network,autonomous_system_number,autonomous_system_organization
2620:0:22f0::/48,6406,"Continuous Electron Beam Accelerator Facility"
2620:0:2810::/48,14607,"OTA Management LLC"
2620:0:2820::/48,91,"Rensselaer Polytechnic Institute"
2620:0:2830::/48,16876,ICANN
2620:0:2840::/48,16813,"American Museum of Natural History"
2620:0:28a0::/44,33522,"cPanel, LLC."
2620:0:28b0::/48,2936,"National Energy Research Scientific Computing Center"
2620:0:28d0::/48,23366,"LSU Health Sciences Center"
2620:0:2900::/44,19506,"Cloudmark, Inc."
2620:0:2a01::/48,31997,"Check Point Software Technologies, Inc."
2620:0:2a03::/48,25046,"Check Point Software Technologies LTD"
2620:0:2a05::/48,6994,Fastmetrics
2620:0:2a09::/48,30343,"Check Point Software Technologies, Inc."
2620:0:2b10::/48,20381,"Cable Television Laboratories, Inc."
2620:0:2b30::/44,50,"Oak Ridge National Laboratory"
2620:0:2b70::/44,22847,"Bowdoin College"
2620:0:2b80::/44,10702,"Idaho National Laboratory"
2620:0:2be0::/48,237,"Merit Network Inc."
2620:0:2e50::/44,15088,"First Network Group Inc"
2620:0:2e61::/48,29997,"Vitalwerks Internet Solutions, LLC"
2620:0:2e80::/48,33631,"Palo Alto Research Center Incorporated"
2620:0:2ea0::/48,26777,"CBC Companies, Inc."
2620:0:2ea8::/48,26777,"CBC Companies, Inc."
2620:0:2ed0::/48,26711,ICANN
2620:0:2ee0::/48,20144,ICANN
2620:0:2f00::/41,693,"University of Notre Dame"
2620:0:5000::/48,23431,"Adventist Health"
2620:0:5070::/48,302,"Baylor College of Medicine"
2620:0:5080::/48,26462,"SUNY Geneseo Computer Center"
2620:0:50a0:821::/64,6461,"Zayo Bandwidth"
2620:0:50a0:83b::/64,6461,"Zayo Bandwidth"
2620:0:50a0:bf5::/64,6461,"Zayo Bandwidth"
2620:0:50c0::/48,6939,"Hurricane Electric LLC"
2620:0:50e0::/48,31859,"ANGELINA COUNTY"
2620:0:50f0::/48,3428,ESnet
2620:0:5200::/48,32701,"The Vanguard Group, Inc."
2620:0:5300::/44,11131,"University of Maryland Baltimore County (UMBC)"
2620:0:7f00::/48,395262,"CENGN -Centre of Excellence in Next Generation Networks"
2620:1:2000::/48,396152,"The Monroe Clinic, Inc."
2620:1:a000::/48,19770,"Phoenix Contact Services, Inc."
2620:1:c000::/48,22773,"Cox Communications Inc."
2620:2:2000::/48,394864,"PC OPEN Incorporated"
2620:2:6000::/48,395409,Neocities
2620:2:c000::/48,19510,HUMANA
2620:3::/48,14200,"Marshall University"
2620:3:a000::/48,395453,"Clickback, Inc."
2620:4:2000::/48,10796,"Charter Communications Inc"
2620:4:4000::/48,53819,"PICTOMETRY INTERNATIONAL CORP."
2620:4:a000::/48,16539,"Mercantil Bank, N.A."
2620:4:c000::/48,20126,"University of Cincinnati"
2620:5:8000::/48,209,"CenturyLink Communications, LLC"
2620:5:e000::/48,13951,"C7 Data Centers, Inc."
2620:6:2000::/44,395460,"Prolixium Enterprises, LLC"
2620:7:6000::/47,62744,"Quintex Alliance Consulting"
2620:8::/41,6327,"Shaw Communications Inc."
2620:8:4300::/48,174,"Cogent Communications"
2620:8:c100::/48,393398,"Dallas Infrastructure Services, LLC"
2620:9:6000::/48,22742,"Connecticut Education Network"
2620:9:a003::/48,395515,"NeoSystems, Corp."
2620:9:a005::/48,395515,"NeoSystems, Corp."
2620:9:a00c::/46,395515,"NeoSystems, Corp."
2620:9:c000::/48,23099,"DM Petroleum Operations Company"
2620:a::/48,36008,"Broadridge Customer Communications Canada, ULC"
2620:a:1::/48,20161,"TeraGo Networks Inc."
2620:a:d::/48,36008,"Broadridge Customer Communications Canada, ULC"
2620:a:2000::/48,395531,"Hormann Northwest Door, LLC"
2620:a:8000::/48,2828,"MCI Communications Services, Inc. d/b/a Verizon Business"
2620:b::/48,29901,"Mecklenburg County, NC"
2620:b:e000::/48,19693,"Centrilogic, Inc."
2620:c::/44,7324,"iFAX Solutions, Inc."
2620:c:4000::/48,14834,"University of Illinois at Springfield"
2620:d:e000::/48,395661,"NetPrivateer LLC"
2620:e:2000::/48,25432,"Infineon Technologies AG"
2620:e:4000::/48,19271,"Peak 10"
2620:e:c000::/48,210,"Utah Education Network"
2620:f::/48,3754,NYSERNet
2620:f:1::/48,3756,NYSERNet
2620:f:2::/48,3755,NYSERNet
2620:f:7::/48,3630,NYSERNet
2620:f:6000::/48,11509,Tierzero
2620:f:e000::/48,13896,"FUZE INC"
2620:10:6000::/48,395823,doof.net
2620:10:8000::/44,18563,"CGI Group Inc."
2620:11::/45,7743,"JPMorgan Chase & Co."
2620:11:a::/47,10934,"JPMorgan Chase & Co."
2620:11:a000::/48,41625,"Express Teleservice Corp"
2620:11:e000::/48,33496,"ISC CONSTRUCTORS, LLC"
2620:12:2000::/48,394756,Convo
2620:12:4000::/48,22945,"Parkland Health & Hospital System"
2620:12:6000::/48,63007,"OpSys Consulting Group, INC."
2620:13::/48,11647,"Sentex Communications Corporation"
2620:13:2000::/48,29807,"531442 Ontario Inc"
2620:13:4000::/48,16652,"Riseup Networks"
2620:13:a000::/48,395651,"Tahoe Internet Exchange (TahoeIX)"
2620:13:e000::/48,395910,"Gift of Hope Organ & Tissue Donor Network"
2620:14::/48,6481,"Southwest Research Institute"
2620:14:6000::/48,395901,Tek-IT
2620:14:e000::/48,54177,"St. John Fisher College"
2620:15:6000::/48,11878,"tzulo, inc."
2620:15:8000::/48,26039,"Athene Annuity and Life Company"
2620:15:e000::/48,396079,"Quantel-USA, Inc."
2620:16:4000::/48,23467,"New Relic"
2620:16:6000::/48,396039,"Mixon/Hill, Inc."
2620:16:e000::/48,396027,"Portage Public Schools"
2620:17::/48,16434,"Hitachi Cable Manchester, INC"
2620:17:4000::/48,7366,"Lemuria Communications Inc."
2620:17:a000::/48,32334,"CloudCall Inc"
2620:18::/48,21525,"Seattle Public Library"
2620:18:4000::/48,33719,"Sony Pictures Entertainment, Inc."
2620:18:6000::/48,396142,"Alkeron Multimedia Inc."
2620:19:2000::/48,803,"Saskatchewan Telecommunications"
2620:19:4000::/48,395611,"Manitoba Internet Exchange Inc"
2620:19:e000::/44,19432,"Sierra Wireless, Inc."
2620:1a:a000::/48,62698,"Supply Frame, Inc."
2620:1b::/44,17103,"Jensen Research Corporation"
2620:1b:6000::/47,30150,"Exegy Incorporated"
2620:1b:e000::/48,394805,"ReliaQuest, LLC"
2620:1c:4000::/48,15275,"TOLUNA USA Inc."
2620:1c:6000::/48,62647,"Grow Financial Federal Credit Union"
2620:1c:c000::/48,11901,"County of Sacramento"
2620:1d:2000::/48,13539,"Bastyr University"
2620:1e:8000::/48,26135,"Netgain Technology, Inc."
2620:1e:a000::/48,196962,"NSI (Holdings) Limited"
2620:1e:e000::/48,7018,"AT&T Services, Inc."
2620:1f:4000::/48,14086,"Montreal Internet Exchange Inc."
2620:1f:8000::/48,10908,CloudfloorDNS
2620:1f:8002::/48,10908,CloudfloorDNS
2620:1f:8004::/48,10908,CloudfloorDNS
2620:1f:8006::/48,10908,CloudfloorDNS
2620:1f:a000::/48,396231,"Ability Business"
2620:20::/48,33751,"Bartlett Regional Hospital"
2620:20:4000::/48,32019,"Ada Core Technologies, Inc."
2620:20:6000::/48,40168,"Batteries Plus, LLC"
2620:20:a000::/48,16539,"Mercantil Bank, N.A."
2620:20:e000::/48,3561,"CenturyLink Communications, LLC"
2620:21:c000::/48,30256,"Acadia University"
2620:21:e000::/48,396415,"Comcast Cable Communications, LLC"
2620:22::/48,53355,"Concordia University Wisconsin"
2620:22:4000::/48,29773,"Carleton University"
2620:22:a000::/48,27580,"ConvergeOne Holdings Corp"
2620:22:c000::/48,55196,"Long Term Care Partners, LLC"
2620:24:8080::/48,23389,"Campbell Scientific, Inc."
2620:25::/48,46158,"OCM BOCES"
2620:25:6000::/48,15296,"Cybera Inc"
2620:25:a000::/48,394470,Ecloud360
2620:26:4002::/48,14244,"NSI Hosting"
2620:26:4003::/48,25857,"American Chemical Society"
2620:26:a000::/48,396435,"AffTrack, Inc"
2620:26:c000::/47,55243,"Cedar Wireless, Inc."
2620:27::/48,10846,"Deere & Company"
2620:28:c000::/48,55219,"Cisco Systems, Inc."
2620:2a:2000::/48,395668,"Enterprise Fleet Management, Inc"
2620:2a:c000::/48,13977,"FAIRPOINT COMMUNICATIONS, INC."
2620:2b:a000::/48,394118,"Sigmund Software, LLC"
2620:2b:e000::/48,22697,Roblox
2620:2d:a000::/48,27282,"North Idaho College"
2620:2e:40c0::/48,394506,"AppLovin Corporation"
2620:2e:8080::/48,26464,"Joyent, Inc."
2620:2f::/48,32638,"Trent University"
2620:2f:8000::/48,10627,"Critical Path Inc."
2620:30::/44,15211,"Square, Inc."
2620:30:4000::/48,1226,"California Technology Agency"
2620:30:6000::/48,14936,"CloudHQ, LLC"
2620:30:a000::/48,396031,"1923327 ONTARIO INC"
2620:30:c000::/44,32234,"University of Dayton"
2620:31:2007::/48,53722,"Social & Scientific Systems, Inc."
2620:31:2009::/48,53722,"Social & Scientific Systems, Inc."
2620:31:4000::/40,14977,"State of Wyoming Department A&I"
2620:31:8000::/48,11540,"Research Triangle Institute"
2620:31:c000::/48,62478,"Cradlepoint Inc."
2620:32::/48,4466,"AT&T Services, Inc."
2620:32:2000::/48,11215,Logix
2620:32:4000::/48,395956,"Devicom Inc."
2620:32:8000::/48,1742,"Harvard University"
2620:32:c000::/44,53869,"Surescripts Enterprise Services, Inc."
2620:33::/48,22803,"National Oilwell Varco, Inc."
2620:34::/48,3356,"Level 3 Parent, LLC"
2620:34:4000::/48,16633,"SolarWinds MSP US, Inc."
2620:34:8000::/48,53713,"National Cement Company"
2620:34:a000::/48,62947,"Iron Mountain Data Center"
2620:34:a001::/48,7381,"SunGard Availability Services LP"
2620:34:c000::/48,32031,"BLUE VALLEY USD NO 229"
2620:35:8000::/48,394522,"Assiniboine Community College"
2620:36:8000::/48,33246,"Bethany Lutheran College"
2620:36:c000::/48,1645,"PACHEZ HOLDINGS LTD."
2620:36:e000::/48,6597,"Coloblox Data Centers Inc"
2620:37:4000::/44,36213,"DreamWorks Animation SKG, Inc."
2620:37:c000::/48,5050,"Pittsburgh Supercomputing Center"
2620:37:e000::/48,53535,"ARIN Operations"
2620:38:a00::/48,22695,"Playground Global, LLC"
2620:38:4000::/48,40548,"Infinera Corporation"
2620:38:c000::/48,25656,"The University of Mississippi"
2620:39::/48,39984,"Starz Entertainment Group LLC"
2620:39:6000::/48,25682,"FORK SYSTEMS"
2620:3a:2000::/48,396418,"DCSTech, LLC"
2620:3a:4000::/44,36711,"FIRST ACCEPTANCE INSURANCE COMPANY OF TENNESSEE, INC."
2620:3a:8000::/48,22804,"Ideal Integrations, Inc."
2620:3a:c000::/48,21976,"NJEDge.Net, Inc."
2620:3b::/48,11488,"BBN Technologies Corp."
2620:3b:4000::/48,62681,"Acme Widget LP"
2620:3c::/42,35929,"Bend-La Pine Schools"
2620:3c:8080::/48,54763,"Monarch HealthCare"
2620:3c:c040::/48,395063,"Traffic and Parking Control Co., Inc."
2620:3d:c000::/48,22512,OpenBSD
2620:3e::/48,394271,"Springfield Public Schools"
2620:3e:a000::/48,393802,"Carahsoft Technology Corp."
2620:3f:2000::/48,31852,"ProNet Technology Group, Inc"
2620:3f:4000::/48,62693,"SpotXchange, Inc."
2620:3f:8000::/48,1239,Sprint
2620:3f:c009::/48,62645,"SNAPNAMES.COM, INC."
2620:40:4000::/48,18604,"Heartland Payment Systems, Inc."
2620:40:a000::/48,54495,"Connascence Inc."
2620:42:c000::/48,62752,"Pegboard Hosting Inc."
2620:43::/48,7752,"THRESHOLD COMMUNICATIONS,INC."
2620:43:4000::/48,209,"CenturyLink Communications, LLC"
2620:43:6000::/48,54699,"KWM, INC."
2620:43:a000::/48,395030,"The Lamar Company, LLC"
2620:44::/47,7133,"New York Independent System Operator, Inc."
2620:44:a000::/48,33302,"Data 102, LLC"
2620:45::/48,53661,PPI
2620:45:2000::/48,577,"Bell Canada"
2620:45:6000::/48,54285,Hydraulx
2620:46:2000::/48,13535,"Ning Interactive, Inc."
2620:46:4000::/48,395431,"IGT Canada Solutions"
2620:46:8000::/48,17234,"Gustavus Adolphus College"
2620:46:a000::/48,64289,ELECTEC
2620:47:2000::/48,394222,"Really Really, Inc."
2620:47:c000::/48,40581,"Arkansas Research and Education Optical Network"
2620:48:8000::/48,1767,"Indiana Higher Education Telecommunication System"
2620:48:a000::/48,174,"Cogent Communications"
2620:48:c000::/44,26549,"The Flat Planet Phone Company Inc."
2620:49:2::/47,16686,"easyDNS Technologies, Inc."
2620:49:4::/48,16686,"easyDNS Technologies, Inc."
2620:49:8::/47,16686,"easyDNS Technologies, Inc."
2620:49:f::/48,16686,"easyDNS Technologies, Inc."
2620:49:40c0::/48,36062,"DoubleVerify, Inc."
2620:49:8080::/48,7046,"MCI Communications Services, Inc. d/b/a Verizon Business"
2620:4a:c000::/48,32703,"Indiana Fiber Network, LLC"
2620:4b::/48,393523,"Winnipeg Internet Exchange"
2620:4b:8002:ffff::/64,23377,"Radisson Hotel Group"
2620:4b:c000::/47,29921,"State Accident Insurance Fund Corporation"
2620:4b:c002::/48,29921,"State Accident Insurance Fund Corporation"
2620:4c:2000::/48,396903,"Sensor Tower, Inc"
2620:4d:2000::/48,600,OARnet
2620:4d:4000::/47,62597,"NSONE Inc"
2620:4d:4002::/48,8001,"Net Access Corporation"
2620:4d:4003::/48,62597,"NSONE Inc"
2620:4d:4004::/46,62597,"NSONE Inc"
2620:4d:4008::/47,62597,"NSONE Inc"
2620:4d:400a::/48,395403,"NSONE Inc"
2620:4d:400b::/48,62597,"NSONE Inc"
2620:4d:400c::/47,62597,"NSONE Inc"
2620:4d:400f::/48,62597,"NSONE Inc"
2620:4d:4010::/48,62597,"NSONE Inc"
2620:4d:4020::/48,62597,"NSONE Inc"
2620:4d:4021::/48,395403,"NSONE Inc"
2620:4d:402f::/48,395403,"NSONE Inc"
2620:4d:4030::/46,395403,"NSONE Inc"
2620:4d:a000::/48,32995,"Liberty Christian School"
2620:4d:e000::/48,13367,"Comcast Cable Communications, LLC"
2620:4e::/48,11872,"Syracuse University"
2620:4e:4000::/48,18472,"Canadian Museum for Human Rights"
2620:4f:2000::/48,40773,"Frantic, LLC."
2620:4f:8000::/128,112,DNS-OARC
2620:4f:8000::1/128,50069,"Misaka Network, Inc."
2620:4f:8000::2/127,112,DNS-OARC
2620:4f:8000::4/127,112,DNS-OARC
2620:4f:8000::6/128,50069,"Misaka Network, Inc."
2620:4f:8000::7/128,112,DNS-OARC
2620:4f:8000::8/125,112,DNS-OARC
2620:4f:8000::10/124,112,DNS-OARC
2620:4f:8000::20/123,112,DNS-OARC
2620:4f:8000::40/127,112,DNS-OARC
2620:4f:8000::42/128,50069,"Misaka Network, Inc."
2620:4f:8000::43/128,112,DNS-OARC
2620:4f:8000::44/126,112,DNS-OARC
2620:4f:8000::48/125,112,DNS-OARC
2620:4f:8000::50/124,112,DNS-OARC
2620:4f:8000::60/123,112,DNS-OARC
2620:4f:8000::80/121,112,DNS-OARC
2620:4f:8000::100/120,112,DNS-OARC
2620:4f:8000::200/119,112,DNS-OARC
2620:4f:8000::400/118,112,DNS-OARC
2620:4f:8000::800/117,112,DNS-OARC
2620:4f:8000::1000/116,112,DNS-OARC
2620:4f:8000::2000/115,112,DNS-OARC
2620:4f:8000::4000/114,112,DNS-OARC
2620:4f:8000::8000/113,112,DNS-OARC
2620:4f:8000::1:0/112,112,DNS-OARC
2620:4f:8000::2:0/111,112,DNS-OARC
2620:4f:8000::4:0/110,112,DNS-OARC
2620:4f:8000::8:0/109,112,DNS-OARC
2620:4f:8000::10:0/108,112,DNS-OARC
2620:4f:8000::20:0/107,112,DNS-OARC
2620:4f:8000::40:0/106,112,DNS-OARC
2620:4f:8000::80:0/105,112,DNS-OARC
2620:4f:8000::100:0/104,112,DNS-OARC
2620:4f:8000::200:0/103,112,DNS-OARC
2620:4f:8000::400:0/102,112,DNS-OARC
2620:4f:8000::800:0/101,112,DNS-OARC
2620:4f:8000::1000:0/100,112,DNS-OARC
2620:4f:8000::2000:0/99,112,DNS-OARC
2620:4f:8000::4000:0/98,112,DNS-OARC
2620:4f:8000::8000:0/97,112,DNS-OARC
2620:4f:8000::1:0:0/96,112,DNS-OARC
2620:4f:8000::2:0:0/95,112,DNS-OARC
2620:4f:8000::4:0:0/94,112,DNS-OARC
2620:4f:8000::8:0:0/93,112,DNS-OARC
2620:4f:8000::10:0:0/92,112,DNS-OARC
2620:4f:8000::20:0:0/91,112,DNS-OARC
2620:4f:8000::40:0:0/90,112,DNS-OARC
2620:4f:8000::80:0:0/89,112,DNS-OARC
2620:4f:8000::100:0:0/88,112,DNS-OARC
2620:4f:8000::200:0:0/87,112,DNS-OARC
2620:4f:8000::400:0:0/86,112,DNS-OARC
2620:4f:8000::800:0:0/85,112,DNS-OARC
2620:4f:8000::1000:0:0/84,112,DNS-OARC
2620:4f:8000::2000:0:0/83,112,DNS-OARC
2620:4f:8000::4000:0:0/82,112,DNS-OARC
2620:4f:8000::8000:0:0/81,112,DNS-OARC
2620:4f:8000:0:1::/80,112,DNS-OARC
2620:4f:8000:0:2::/79,112,DNS-OARC
2620:4f:8000:0:4::/78,112,DNS-OARC
2620:4f:8000:0:8::/77,112,DNS-OARC
2620:4f:8000:0:10::/76,112,DNS-OARC
2620:4f:8000:0:20::/75,112,DNS-OARC
2620:4f:8000:0:40::/74,112,DNS-OARC
2620:4f:8000:0:80::/73,112,DNS-OARC
2620:4f:8000:0:100::/72,112,DNS-OARC
2620:4f:8000:0:200::/71,112,DNS-OARC
2620:4f:8000:0:400::/70,112,DNS-OARC
2620:4f:8000:0:800::/69,112,DNS-OARC
2620:4f:8000:0:1000::/68,112,DNS-OARC
2620:4f:8000:0:2000::/67,112,DNS-OARC
2620:4f:8000:0:4000::/66,112,DNS-OARC
2620:4f:8000:0:8000::/65,112,DNS-OARC
2620:4f:8000:1::/64,112,DNS-OARC
2620:4f:8000:2::/63,112,DNS-OARC
2620:4f:8000:4::/62,112,DNS-OARC
2620:4f:8000:8::/61,112,DNS-OARC
2620:4f:8000:10::/60,112,DNS-OARC
2620:4f:8000:20::/59,112,DNS-OARC
2620:4f:8000:40::/58,112,DNS-OARC
2620:4f:8000:80::/57,112,DNS-OARC
2620:4f:8000:100::/56,112,DNS-OARC
2620:4f:8000:200::/55,112,DNS-OARC
2620:4f:8000:400::/54,112,DNS-OARC
2620:4f:8000:800::/53,112,DNS-OARC
2620:4f:8000:1000::/52,112,DNS-OARC
2620:4f:8000:2000::/51,112,DNS-OARC
2620:4f:8000:4000::/50,112,DNS-OARC
2620:4f:8000:8000::/49,112,DNS-OARC
2620:4f:e000::/48,22652,"Fibrenoire Inc."
2620:51:2000::/48,396919,"Blade Global Corporation"
2620:51:8000::/48,394520,"The Law Society of Upper Canada"
2620:51:c000::/48,25861,nDeviX
2620:52:3::/48,17314,"Red Hat, Inc."
2620:52:a000::/48,396978,"CarGurus, Inc."
2620:52:c000::/48,54538,"PALO ALTO NETWORKS"
2620:52:e000::/48,32995,"Liberty Christian School"
2620:53:2000::/48,6521,"ArosNet, Inc"
2620:53:a000::/48,396431,"T38Fax Incorporated"
2620:53:c000::/48,62821,"MNX Solutions LLC"
2620:53:e000::/48,394626,"Kentucky Underground Storage, Inc."
2620:54:a000::/48,396024,"Northwest Multiple Listing Service"
2620:55:8000::/48,53804,"Active Network LLC"
2620:56:4000::/48,31990,"Lightspeed Technologies Inc"
2620:56:8000::/48,46189,"Beatport LLC."
2620:56:c000::/44,393279,"Technomad, LLC"
2620:57::/48,2640,"Ames Laboratory"
2620:57:2000::/48,22652,"Fibrenoire Inc."
2620:57:4000::/46,62831,"Uniregistry Corp."
2620:57:4005::/48,393818,"Uniregistry Corp."
2620:57:400c::/46,62831,"Uniregistry Corp."
2620:57:a000::/48,40706,QTO
2620:58:4c00::/48,5056,"Aureon Network Services"
2620:59::/48,22845,"Virginia Community College System"
2620:5a:c000::/44,53428,"ISCS, Inc."
2620:5c:6000::/48,27623,"Edmonton Public Library"
2620:5e:a000::/48,394855,"Stratus Video, LLC"
2620:5e:a002::/48,394855,"Stratus Video, LLC"
2620:5e:c000::/48,393304,"Behaviour Interactive Inc."
2620:5e:e000::/48,396088,"SOMCO LLC"
2620:5f:4000::/48,17378,"TierPoint, LLC"
2620:5f:c000::/48,39971,"Bell IT Services, Inc."
2620:60:8000::/48,22953,"Calcul Quebec"
2620:60:e000::/48,19014,NORCOM
2620:61::/48,46720,Ubity
2620:62:4000::/46,30045,"University Health Network"
2620:62:400c::/46,30045,"University Health Network"
2620:62:c000::/48,11820,"Wikimedia Foundation, Inc."
2620:63:4000::/48,33445,"Yelp! Inc."
2620:63:c000::/48,14713,"Hosted Backbone"
2620:63:e000::/48,13731,"Oneida Nation"
2620:64::/48,36811,"Wiztech Internet"
2620:64:4000::/48,54480,"Pew Research Center"
2620:65:8000::/46,20306,"Adelphi University"
2620:65:c000::/48,15053,"Roll Global LLC"
2620:66:400a::/48,54927,"Maxwell Unified Networks, Inc."
2620:68::/48,29906,"Westat, Inc."
2620:69:c000::/48,62993,"Catch Engineering Partnership"
2620:6a::/48,3152,"Fermi National Accelerator Laboratory (Fermilab)"
2620:6a:8000::/48,40402,"Lithium Technologies, Inc."
2620:6b:4000::/48,62675,"KODIAK NETWORKS"
2620:6c:1::/48,36089,"OPENX TECHNOLOGIES, INC."
2620:6c:2::/48,36089,"OPENX TECHNOLOGIES, INC."
2620:6c:5::/48,36089,"OPENX TECHNOLOGIES, INC."
2620:6c:16::/48,36089,"OPENX TECHNOLOGIES, INC."
2620:6d:c000::/48,31921,"Malone University"
2620:6e:8000::/48,21680,"Great-West Life Assurance Company"
2620:6e:c000::/48,393401,"Hays Medical Center"
2620:70:4000::/48,64223,"MITCON LLC"
2620:72::/48,10359,"Epic Systems Corporation"
2620:72:4000::/48,5050,"Pittsburgh Supercomputing Center"
2620:72:c000::/48,13736,"Factual Data Corp"
2620:74:13::/48,26134,"VeriSign Infrastructure & Operations"
2620:74:14::/48,30060,"VeriSign Infrastructure & Operations"
2620:74:15::/48,29403,"VeriSign Inc."
2620:74:16::/48,16838,"VeriSign Infrastructure & Operations"
2620:74:19::/48,32409,"VeriSign Global Registry Services"
2620:74:1b::/48,32409,"VeriSign Global Registry Services"
2620:74:1c::/48,10515,"VeriSign Infrastructure & Operations"
2620:74:1e::/48,16838,"VeriSign Infrastructure & Operations"
2620:74:20::/48,20362,"VeriSign Global Registry Services"
2620:74:21::/48,22547,"VeriSign Global Registry Services"
2620:74:22::/48,7342,"VeriSign Infrastructure & Operations"
2620:74:23::/48,36628,"VeriSign Global Registry Services"
2620:74:24::/48,397212,"VeriSign Global Registry Services"
2620:74:25::/48,7342,"VeriSign Infrastructure & Operations"
2620:74:27::/48,22547,"VeriSign Global Registry Services"
2620:74:28::/48,29966,"VeriSign Global Registry Services"
2620:74:29::/48,26415,"VeriSign Global Registry Services"
2620:74:2a::/48,10515,"VeriSign Infrastructure & Operations"
2620:74:2b::/48,27544,"VeriSign Global Registry Services"
2620:74:2c::/48,20431,"VeriSign Global Registry Services"
2620:74:2f::/48,7342,"VeriSign Infrastructure & Operations"
2620:74:30::/45,7342,"VeriSign Infrastructure & Operations"
2620:74:38::/48,40717,"VeriSign Global Registry Services"
2620:74:39::/48,7342,"VeriSign Infrastructure & Operations"
2620:74:3a::/47,7342,"VeriSign Infrastructure & Operations"
2620:74:3c::/46,7342,"VeriSign Infrastructure & Operations"
2620:74:41::/48,7342,"VeriSign Infrastructure & Operations"
2620:74:42::/47,7342,"VeriSign Infrastructure & Operations"
2620:74:44::/47,7342,"VeriSign Infrastructure & Operations"
2620:74:46::/48,397205,"VeriSign Global Registry Services"
2620:74:47::/48,7342,"VeriSign Infrastructure & Operations"
2620:74:49::/48,397208,"VeriSign Global Registry Services"
